id,trajectory
7295300991400840481,"['Man Mo Temple', 'Victoria Peak', 'Victoria Harbour']"
7296689343668751621,"['Hong Kong International Airport', 'Hong Kong Disneyland', 'Ngong Ping', 'Victoria Peak', 'Harbour City', 'Tai Tam Reservoir', 'Central', 'Causeway Bay']"
7296831088524086529,"[""Cape D'Aguilar"", 'Tai O']"
7297433019361545478,"['Nan Lian Garden', 'Chi Lin Nunnery', 'Man Mo Temple', 'Hong Kong Park', 'Tung Chung']"
7298099242407595310,"['Hong Kong Macau Ferry Terminal', 'Kowloon', 'Hong Kong Island']"
7298177588474776862,"['Yaumatei Tin Hau Temple', 'Po Lin Monastery']"
7298446166704835872,"['The Peninsula', 'Victoria Harbour', 'Museum of Art', 'The Ritz-Carlton', 'Felix']"
7299064227552070918,"['Victoria Peak', 'Sky 100']"
7299268813084806406,"['Victoria Harbour', 'Regent', 'Hong Kong Convention and Exhibition Centre', 'Central']"
7299488712709229829,"['Hong Kong Disneyland', 'Lantau Island']"
7299636456769834246,"['Hong Kong Observation Wheel', 'Victoria Peak', 'Observation Wheel', 'Madame Tussauds', 'Central', 'Tsim Sha Tsui']"
7299669938732567814,"['Hong Kong Disneyland', 'Victoria Harbour', 'Hong Kong International Airport']"
7299786329120853266,"['Hong Kong Disneyland', 'Wan Chai', 'Central', 'Sky 100']"
7299789833961049345,"['Victoria Peak', 'Central', 'The Peak Tram']"
7299859764723469574,"['Hong Kong Disneyland', 'Mystic Manor']"
7300141998600768770,"['Temple Street Night Market', 'Lantau Island', 'Yat Lok Restaurant', 'Hong Kong Disneyland']"
7300150040767630598,"['Central', 'Mong Kok Station']"
7300283216731081985,"['Australia Dairy Company', 'Jordan Station', 'Mong Kok Station', 'Avenue Of Stars', 'K11 ARTMALL', 'Harbour City', ""Mak's Noodle"", 'Tsim Sha Tsui Station', 'HeSheEat', 'Cheung Chau', 'Monopoly Dreams', 'Admiralty Station', 'Yat Lok Restaurant', 'Lan Fong Yuen', 'The Peak Tram', 'Victoria Peak', 'Kam Wah Cafe & Cake Shop', 'Hong Kong International Airport', 'Victoria Harbour']"
7300631493808868610,"['Causeway Bay', 'The Peak Tower']"
7300831853051776261,"['The Peak Tram', 'Victoria Peak']"
7300900729710071045,"['Victoria Harbour', 'Grand Plaza']"
7300922767367572741,"['World of Frozen', 'Hong Kong Disneyland', 'Golden Crocus Inn']"
7300961509553868065,"['Victoria Peak', 'The Peak Tram']"
7300980042467675393,"['Hong Kong International Airport', 'Hotel ICON']"
7301227587811036422,"['Hong Kong Disneyland', 'Hong Kong International Airport', 'Panda Hotel', 'Tsim Sha Tsui', 'Hong Kong Cultural Centre', 'Lai King', 'Victoria Harbour']"
7301339503212498181,"['The Hong Kong Tourism Board Kowloon Visitor Centre', 'Hong Kong International Airport', 'M+', 'Victoria Harbour', 'Hong Kong Disneyland', 'Tsim Sha Tsui', 'Mong Kok', 'Central']"
7301370594929446145,"['Hong Kong International Airport', 'Victoria Peak', 'Macdonnell Rd', 'Hong Kong Disneyland', 'Lantau Island', 'Ngong Ping Village', 'Tian Tan Buddha']"
7301617405753609478,"['Hong Kong Disneyland', 'Hong Kong Cultural Centre', 'Victoria Harbour', 'M+', 'Hong Kong International Airport']"
7301630847763909889,"['Tuen Mun', 'Bakehouse (Wan Chai)']"
7301843459281866015,"['Nan Lian Garden', 'Po Lin Monastery', 'Tian Tan Buddha', 'Lantau Island', 'Tai O', ""Dragon's Back"", 'Ten Thousand Buddhas Monastery']"
7302317080072817925,"['Hong Kong Disneyland', 'Po Lin Monastery', 'The Peak Tram', 'Hong Kong International Airport', 'Ngong Ping 360']"
7302467204770057515,"['Tsing Ma Bridge', 'Victoria Peak']"
7302702044232682758,"['Hong Kong Disneyland', 'Hong Kong International Airport']"
7302868288021761313,"['Tsim Sha Tsui', 'Victoria Harbour', 'Observation Wheel', 'Central']"
7303103891401346310,"['Hong Kong Disneyland', 'Victoria Harbour', 'Hong Kong Cultural Centre', 'Hong Kong Science Museum', 'Tai Wo Hau Station', 'Lai King']"
7303175078701845802,"['Victoria Peak', 'Lantau Island']"
7303388364483415301,"['Hong Kong International Airport', 'The Peak Tram', 'Victoria Peak', 'Nathan Rd', 'SOGO']"
7303471327803968769,"['Hong Kong Disneyland', 'Tomorrowland', 'Toy Story Land']"
7303482524494351622,"['Central', 'Yat Lok Restaurant', 'Bakehouse (Central)', 'Bakehouse (Wan Chai)', 'Causeway Bay', ""Mak's Noodle""]"
7303559368966999302,"['Lantau Island', 'Yuen Ching Kok (Wong Tai Sin)']"
7303850980863446278,"['Tsim Sha Tsui', 'Cheung Hing Kee Shanghai Pan Fried Buns', '1881 Heritage']"
7303893350355094789,"['Hong Kong International Airport', 'Ngong Ping Nature Centre', 'Victoria Harbour', 'Hong Kong Disneyland']"
7303974073946721582,"[""Dragon's Back"", 'To Tei Wan', 'Tai Mo Shan', 'Big Wave Bay', 'Big Wave Bay Beach']"
7304228400221228289,"['Hong Kong Disneyland', 'Tsim Sha Tsui']"
7304241042428087558,"['Ngong Ping Village', 'Tian Tan Buddha', 'Po Lin Monastery']"
7304291332573449477,"['Xiqu Centre', 'Hong Kong Science Museum', 'Hong Kong Cultural Centre', 'West Kowloon Cultural District', 'West Kowloon']"
7304401545150614790,"['Hong Kong International Airport', 'Hong Kong Disneyland', 'Ocean Park', 'Victoria Harbour']"
7304459511002189061,"['Ngong Ping', 'Lantau Island']"
7304504398330219781,"['Hong Kong-Zhuhai-Macao Bridge', 'Hong Kong International Airport', 'Tsing Ma Bridge', 'Museum of Art', 'Victoria Harbour']"
7304605370675236102,"['Hong Kong Disneyland', 'Ngong Ping 360', 'Ocean Park']"
7304918177484377349,"['Graham St', 'Staunton St', 'Hollywood Rd']"
7305034371365457153,"['Deli-O', 'Shun Tak Centre']"
7305284373748649222,"['Mount Parker Rd', 'Tsim Sha Tsui']"
7305352857299979521,"['Bakehouse (Wan Chai)', 'Blue House', 'Wong Tai Sin Temple', 'Yaumatei Tin Hau Temple', 'Nan Lian Garden', 'Choi Hung Estate', 'Kowloon Walled City Park', 'Mong Kok', 'Yat Lok Restaurant']"
7305358075542736134,"['Hong Kong Disneyland', 'ICHIRAN']"
7305752222141385989,"['Ngong Ping', 'Hong Kong Disneyland', 'Victoria Harbour', 'Victoria Peak', 'Hong Kong International Airport']"
7305911425787039019,"['Hong Kong International Airport', 'Brooklyn Bar and Grill', 'Central', 'Hong Kong Disneyland', 'Tai Cheong Bakery']"
7305939021463637254,"['Hong Kong Heritage Discovery Centre', 'The Mira']"
7306079571990908165,"['THE MATCHA TOKYO', 'Mott 32', 'K11 ARTMALL', 'K11 MUSEA']"
7306201961290829087,"['Victoria Peak', 'Po Lin Monastery', 'Museum of Art', 'Hong Kong International Airport']"
7306466345330216198,"['Central', 'The Peninsula']"
7306494754844314885,"['Hong Kong International Airport', 'Wan Chai', 'Bakehouse (Wan Chai)']"
7306710529064717574,"['Hong Kong International Airport', 'Hong Kong Convention and Exhibition Centre', 'The Hong Kong Tourism Board Kowloon Visitor Centre']"
7306842702707035398,"['Yaumatei Tin Hau Temple', 'Hong Kong Disneyland', ""Disney's Hollywood Hotel""]"
7306866039567043871,"['Mon Kee Café', 'Bakehouse (Wan Chai)']"
7306891703468756229,"['Victoria Peak', 'Lantau Island', 'Ngong Ping 360', 'Ngong Ping']"
7307070763897556229,"['Tian Tan Buddha', 'Ngong Ping Village', 'Ngong Ping', 'Lantau Island', 'Po Lin Monastery']"
7307266625248546091,"['Observation Wheel', 'Victoria Harbour', 'Central']"
7307281785673600258,"['Hong Kong Disneyland', 'Castle of Magical Dreams']"
7307299482008292639,"[""Dragon's Back"", 'Shek O Peak', 'Tai Po', 'Tai Mo Shan', 'Tai O', 'Tai Tam']"
7307466360404086021,"['Mong Kok East', 'Hong Kong Disneyland']"
7307484273056009473,"['Ming Court Hotel', 'Tai Kok Tsui', 'Victoria Harbour']"
7307510824728562950,"['Hong Kong Disneyland', 'Ocean Park']"
7307578274094337285,"['Hong Kong Disneyland', 'Sky 100', 'ICHIRAN', 'Bakehouse (Wan Chai)']"
7307580666655558917,"['Causeway Bay', 'Mong Kok', 'Central', 'Ngong Ping', 'North Point', 'Lan Fong Yuen']"
7307606488430775557,"['Victoria Peak', 'Victoria Peak Garden']"
7307913932637867270,"['Bakehouse (Wan Chai)', 'Hong Kong Disneyland', 'Central']"
7307945618608098566,"['Clock Tower', 'The Peninsula', 'Victoria Harbour', 'Hong Kong Cultural Centre']"
7308209133491211526,"['Hong Kong International Airport', 'Victoria Peak', 'Hong Kong Disneyland']"
7308345423196851461,"['The Peninsula', 'New World Millennium']"
7308431762630249761,"['Hong Kong Disneyland', ""Disney's Hollywood Hotel""]"
7308669921389546758,"['Hong Kong Disneyland', 'Hong Kong International Airport', 'Lai King', 'M+']"
7308682465118293253,"['Clock Tower', 'Tsim Sha Tsui', 'Hong Kong Cultural Centre', 'Victoria Harbour']"
7308722427670842654,"['The Peak Tram', 'Victoria Peak']"
7308758580952370438,"['Hong Kong Disneyland', 'Ocean Park', 'The Peak Tram', 'Ngong Ping 360']"
7308947465657502982,"['Victoria Peak', 'Ocean Park']"
7309102878235348230,"['Tsim Sha Tsui', 'Lee Garden', 'Hong Kong Disneyland']"
7309522006083505413,"['Hong Kong Disneyland', 'Ngong Ping Village', 'Tsim Sha Tsui', ""Hong Kong Fisherman's Wharf"", 'K11 MUSEA', 'Victoria Peak']"
7309675554846854405,"['The Peninsula', 'Hong Kong Disneyland']"
7309696264151633157,"['Hong Kong Disneyland', 'Tomorrowland', 'Mystic Manor']"
7309809738462612741,"['Hong Kong Disneyland', 'Clock Tower']"
7309881041269853445,"['The Hong Kong Tourism Board Kowloon Visitor Centre', 'THE MATCHA TOKYO']"
7309889206443248902,"['Hong Kong Science Museum', 'The Peninsula']"
7309950380861951274,"['Hong Kong Station', 'Hong Kong International Airport']"
7310089260680383750,"['Tian Tan Buddha', 'Hong Kong International Airport', 'Central', 'Masjid Ammar and Osman Ramju Sadick Islamic Centre', 'Kennedy Town']"
7310282789188799745,"['Hong Kong Macau Ferry Terminal', 'Tsim Sha Tsui', 'Jordan Station']"
7310634783434870018,"['Dim Sum Here', 'Grand Fortune Mansion', 'Tai Cheong Bakery', 'Lan Fong Yuen', 'North Point', 'K11 MUSEA']"
7310862748592770309,"['Hong Kong Cultural Centre', 'Hong Kong Disneyland']"
7310972859596197127,"['Tsing Yi', 'Sheung Wan', 'Stone Slab Street', 'The Peak Tram', 'Victoria Peak', 'M+', 'West Kowloon Art Park', 'West Kowloon Cultural District', 'Victoria Harbour', 'Hong Kong Macau Ferry Terminal', 'Lan Kwai Fong', 'Wong Tai Sin Temple', 'Jordan', 'Hashtag B', 'Hong Kong International Airport']"
7311011599035141378,"['Mong Kok', 'Central Ferry Pier', 'Causeway Bay']"
7311240387593506053,"['Central', 'Victoria Prison', 'Wellington St', 'Tai Kwun']"
7311275108251749637,"['Hong Kong Disneyland', 'Hong Kong International Airport', 'M+']"
7311337447709805830,"['Central', '1881 Heritage', 'The Peninsula']"
7311346287859813638,"['Hong Kong International Airport', 'Victoria Peak']"
7311477665922338066,"['Hong Kong International Airport', 'Tsing Ma Bridge', 'Victoria Peak', 'Hong Kong Disneyland']"
7311647808539380998,"['Ngong Ping 360', 'Tung Chung', 'Lantau Island', 'Cable Car Discovery Centre', 'Ngong Ping', 'Tai Po', 'Tian Tan Buddha']"
7311676954581683462,"['Regal Kowloon Hotel', 'Fu Wah Café']"
7311695443937774853,"['Harbour Grand', 'Whampoa', 'Grand Hyatt']"
7311723922779573512,"['Oi Man Sang', 'Mon Kee Café', 'Australia Dairy Company', 'Bakehouse (Wan Chai)', 'Lan Fong Yuen', 'Kam Wah Cafe & Cake Shop', 'Yat Lok Restaurant']"
7312043305347337477,"['Bakehouse (Wan Chai)', 'Hong Kong International Airport']"
7312177421657066794,"['Tsim Chai Kee Noodle', 'Yung Kee Restaurant', 'Hung Kee Seafood Restaurant', 'Sai Kung District']"
7312381197596888322,"['The Peninsula', 'Tai Kok Tsui']"
7312403929516559623,"['Hong Kong International Airport', 'The Peak Tram', 'Tai Mo Shan']"
7312416670549675269,"['Hong Kong Disneyland', 'World of Frozen']"
7312421031329713414,"['Hong Kong International Airport', 'Hong Kong-Zhuhai-Macao Bridge', 'Ngong Ping 360', 'Po Lin Monastery', 'Tian Tan Buddha', 'Lantau Island', 'Hong Kong Disneyland', 'Tomorrowland']"
7312582400574311687,"['The Peninsula', 'Victoria Harbour', 'Hong Kong International Airport']"
7312622187016424709,"['iSQUARE', 'Australia Dairy Company']"
7312691448317480198,"['Hong Kong Disneyland', 'Victoria Harbour', 'Victoria Peak', 'Ocean Park']"
7312830557673573634,"['Kennedy Town', 'Choi Hung Estate', 'Hung Hom']"
7313009169605446917,"['Xiqu Centre', 'Hong Kong Cultural Centre']"
7313149927058722054,"['Hong Kong Disneyland', 'Main Street Market', 'World of Frozen']"
7313164583189908742,"['Hong Kong International Airport', 'Hong Kong Disneyland']"
7313242084700376350,"['Tian Tan Buddha', 'Tai O', 'Tung Chung', 'Ngong Ping', 'Po Lin Monastery', 'Tsz Shan Monastery', 'Tai Po', 'Lantau Island']"
7313412142944800002,"['Hong Kong International Airport', 'Hong Kong Disneyland']"
7313449249692192006,"['Red Tea', 'Mong Kok', 'Tsim Sha Tsui', 'Royal Banquet Hall', 'For Kee Restaurant', 'Bakehouse (Wan Chai)', 'Central', 'Mak Man Kee Noodle Shop', 'Cheung Hing Kee Shanghai Pan Fried Buns']"
7313502932740164882,"['K11 MUSEA', 'iSQUARE']"
7313569806475676933,"[""Disney's Hollywood Hotel"", 'Hong Kong Disneyland']"
7313826233760992520,"['Causeway Bay', 'Triangle St']"
7313965778460560641,"['1881 Heritage', ""Marty's General Store"", 'Victoria Park']"
7313972103433227522,"['Lan Fong Yuen', 'Tai Cheong Bakery', 'Hong Kong International Airport', 'King Bakery', 'Bakehouse (Wan Chai)']"
7314156219067895045,"['Hong Kong International Airport', 'Hong Kong-Zhuhai-Macao Bridge', 'Tung Chung', 'Hong Kong Disneyland', 'Tsing Ma Bridge', 'Cheung Kong Center', 'Hang Lung House', 'Tsim Sha Tsui', 'Quarry Bay', 'iSQUARE']"
7314292529111829765,"['Grizzly Gulch', 'Hong Kong Disneyland', 'Big Grizzly Mountain Runaway Mine Cars']"
7314347862341586219,"['Victoria Peak', 'Man Mo Temple', 'ifc mall']"
7314423317442841902,"['Lin Heung Kui', 'Mammy Pancake', 'Temple Street Night Market', 'The Old Man']"
7314963798962490630,"['The Peninsula', 'Mandarin Oriental', 'Tsing Yi']"
7315078418855447814,"['Victoria Peak', 'The Peak Tram']"
7315225647784283397,"['Tsim Sha Tsui', 'Hong Kong Traditional Food']"
7315262717718170885,"['Hong Kong International Airport', 'Victoria Harbour', 'Victoria Peak', 'Hong Kong Disneyland', 'Lantau Island']"
7315305972178619653,"['Hong Kong Disneyland', 'The Peninsula', 'M+', 'Hong Kong Cultural Centre']"
7315420371518573829,"['Hong Kong Convention and Exhibition Centre', 'Hong Kong Cultural Centre']"
7315652234996452616,"['The Peak Tram', 'Barker Rd', 'Victoria Peak']"
7315788794937036037,"['K11 MUSEA', 'Gresson St']"
7315900737983204613,"['Cityplaza', 'The Ice Palace']"
7315969894984551688,"['Hong Kong International Airport', 'The Peninsula', 'Shangri-La', 'Victoria Harbour']"
7316050134054358273,"['Central', 'Tsim Sha Tsui']"
7316150733798231301,"['Hong Kong Island', 'Lee Tung Avenue']"
7316513804819434757,"['Tsing Ma Bridge', 'Hong Kong Disneyland']"
7316789120175508742,"['Man Mo Temple', 'Hong Kong Disneyland']"
7316848216975232257,"[""Queen's Road"", 'Central']"
7316950543807548677,"['Hong Kong International Airport', 'Hong Kong Disneyland', 'Victoria Peak']"
7317195371246030081,"['Hopewell Centre', 'The Grand Buffet']"
7317273059453439237,"['Hong Kong International Airport', 'Tsim Sha Tsui', 'Metroplaza', 'Hong Kong-Zhuhai-Macao Bridge', 'Sheung Wan', 'Hong Kong Macau Ferry Terminal']"
7317457352167378178,"['Observation Wheel', 'HSBC Building', 'The Peninsula']"
7317523950471236870,"['Hong Kong International Airport', 'Victoria Harbour']"
7317909525283998981,"['Ngong Ping', 'Lantau Island', 'Ngong Ping Village', 'Tian Tan Buddha', 'Po Lin Monastery', 'Ngong Ping 360']"
7318031928207150368,"['DON DON DONKI', 'DON DON DONKI']"
7318297520264727810,"['Hong Kong International Airport', 'Fortnum & Mason']"
7318651754017524997,"['Tsim Sha Tsui', 'Tsim Chai Kee Noodle', 'Tsing Ma Bridge', 'Hong Kong Disneyland', 'Hong Kong International Airport', 'Nam Wan Tunnel', 'Central']"
7318687685281991942,"['Victoria Harbour', 'Hong Kong Disneyland', 'Central Market', 'Hong Kong Station', 'Central-Mid-Levels Escalators', 'Stone Slab Street', 'Central', 'Observation Wheel', 'Capital Café']"
7319433508458450177,"['Ngong Ping', 'Ngong Ping Village', 'Po Lin Monastery', 'Tian Tan Buddha', 'Tai O']"
7319517466047057154,"['Victoria Peak', 'Victoria Harbour', 'Museum of Art', 'K11 ARTMALL', 'Central Market', 'Man Mo Temple', 'Ngong Ping', 'Tai O', 'Hong Kong Museum of History', 'Wan Chai', 'ArtLane', 'Sun Yat Sen Memorial Park']"
7319708542578035973,"['Hong Kong Disneyland', 'Hong Kong International Airport', 'Panda Hotel', 'Victoria Harbour']"
7319854690508786946,"['Spring Garden Ln', 'Braemar Hill Rd', 'Victoria Peak']"
7319885170792779016,"['Hong Kong International Airport', 'Cheung Chau Beach Rd', 'Hong Kong Cultural Centre', 'Lamma Island']"
7319943601310485806,"['Hyatt Centric', 'Victoria Harbour', 'North Point']"
7320203453505031430,"['Lantau Island', 'Po Lin Monastery', 'Ocean Park']"
7320229664704728321,"['Lung Dim Sum', 'Wan Chai Rd', 'Blue House', 'Kee Wah Tearoom', 'Wan Chai', ""Queen's Dumpling"", 'Apt. Coffee Wanchai', 'Artemis & Apollo', 'Avenue Of Stars', 'Museum of Art', 'K11 MUSEA', ""Maxim's Palace"", 'Bakehouse (Wan Chai)', 'Cheung Chau', 'Island Workbench', 'Myarts', 'Kozi Island Café', ""Duddell's"", 'Halfway Coffee', 'Lan Fong Yuen', 'Central', 'The Chinese Library', 'LockCha', 'Stone Slab Street', ""Mak's Noodle"", 'Central Market']"
7320255566318882094,"['Lamma Island', 'Tai Tam', 'Tai Mo Shan', 'Lantau Island']"
7320260103758744838,"['Central Market', 'Victoria Harbour', 'Hollywood Rd', 'Central', 'Observation Wheel']"
7320647380041289002,"['Sai Tso Wan', 'Australia Dairy Company', 'West Kowloon', 'Victoria Park', 'Museum of Art', 'Fortress Hill']"
7320860039856606470,"['Ngong Ping Village', 'Hong Kong Macau Ferry Terminal', 'Mui Wo Ferry Pier', 'Star Ferry Pier']"
7320992555066297643,"['The Westwood', 'The Peak Tram']"
7321013510014536961,"['Hong Kong International Airport', 'West Kowloon Cultural District']"
7321199110801968389,"['Hong Kong Disneyland', 'Hong Kong International Airport', 'Kowloon Park', 'Lantau Island', 'Ngong Ping 360', 'Ocean Park']"
7321351240414235905,"['Australia Dairy Company', 'Mong Kok Night Market']"
7321709695037721863,"['Tsim Sha Tsui', 'Bakehouse (Wan Chai)']"
7321753326243024129,"['Hong Kong International Airport', 'Victoria Peak']"
7321923830384020741,"['Victoria Peak', 'The Peak Tram']"
7322058405441555744,"['Lan Fong Yuen', 'Man Mo Temple', 'Victoria Peak', 'The Peak Tram']"
7322410564913843461,"['Hong Kong Disneyland', 'Toy Story Land']"
7322499631215037702,"['Hashtag B', 'Bakehouse (Wan Chai)']"
7322862581255834913,"['Victoria Harbour', 'Hang Lung House']"
7322882473388477729,"['Wan Chai', 'Happy Valley Racecourse']"
7322923383308504326,"['Hong Kong Disneyland', 'Ocean Park', 'Ngong Ping 360']"
7323099353894210822,"['Hong Kong International Airport', 'Central', 'Kowloon', 'Wellington St', 'Tsim Chai Kee Noodle', 'Bakehouse (Wan Chai)']"
7323106228215844114,"['The Peninsula', 'Lan Fong Yuen', 'Hong Kong Disneyland', 'Carbone']"
7323579975188188434,"['Hong Kong Disneyland', 'Hong Kong International Airport', 'Mong Kok', 'M1 Hotel', 'Tsuen Wan', 'Lai Chi Kok Station']"
7323847046346345734,"['Nan Lian Garden', 'Tai Po', 'Chi Lin Nunnery', 'Hong Kong Disneyland']"
7324249850420186386,"['Victoria Harbour', 'Museum of Art', 'Upper Lascar Row', 'Man Mo Temple', 'Central']"
7324544317069053189,"['AIA Carnival', 'Hong Kong Disneyland', 'Yaumatei Tin Hau Temple']"
7324655153670393094,"['Hong Kong Disneyland', 'Sky 100']"
7324658125733137666,"['Temple St', 'Kowloon', 'Jordan', 'Yau Ma Tei']"
7324698326337588488,"['Ngong Ping 360', 'Tian Tan Buddha', 'Lantau Island']"
7324709567449828650,"['Victoria Harbour', 'AIA Carnival']"
7325009294263454994,"['Central', 'Lan Fong Yuen', 'Victoria Peak']"
7325059666067655941,"['Hong Kong International Airport', 'Victoria Harbour', 'iSQUARE']"
7325394462597713153,"['Shau Kei Wan', 'Shau Kei Wan Terminus', 'Victoria Peak']"
7325439038201138437,"['Hong Kong International Airport', 'Tian Tan Buddha', 'Hong Kong Disneyland', 'Victoria Peak']"
7325628437807238406,"['1881 Heritage', 'Hong Kong Disneyland', 'World of Frozen', 'The Peak Tram', 'Tsing Ma Bridge']"
7325779515366460705,"['Central', 'Cross Harbour Tunl', 'Victoria Harbour']"
7326010583332048134,"['Ngong Ping Village', 'Lantau Island', 'Tai Po', 'Wisdom Path', 'Tai Mo Shan', 'Ngong Ping 360', 'Ngong Ping', 'Tai O']"
7326027146751642886,"['Ngong Ping Village', 'Tian Tan Buddha', 'Tai Po', 'Po Lin Monastery']"
7326048185405869317,"['Avenue Of Stars', '1881 Heritage', 'Tsim Sha Tsui', 'The Peninsula']"
7326187619723857158,"['The Peak Tram', 'Victoria Peak']"
7326372350042164485,"['Sai Ying Pun', 'Victoria Harbour']"
7326555868743404801,"['Ladies Street Sik Faan Co.', 'Oi Man Sang', 'Mong Kok', 'Hay Wong Dim Sum']"
7326849096604454162,"['Cordis', 'Mong Kok Station']"
7326950521103715592,"['Harbour City', 'Lan Fong Yuen', 'Grand Fortune Mansion', 'Kennedy Town', 'Monster Building', 'Hong Kong International Airport']"
7327596567517515014,"['Mong Kok', 'Hong Kong International Airport']"
7327605205854457094,"['The Peak Tower', 'Victoria Peak']"
7327940074602007815,"['Hong Kong Disneyland', 'World of Frozen']"
7328252232745504006,"['Hong Kong Disneyland', 'The Peak Tram']"
7328357210529025286,"['Hong Kong Disneyland', 'Big Grizzly Mountain Runaway Mine Cars']"
7328377974359739650,"['Central', 'Fortune Foot Massage', ""Queen's Road"", 'Victoria Peak', 'Ocean Park', 'Central-Mid-Levels Escalators', 'Tai Kwun', 'Lan Fong Yuen']"
7328442749831744773,"['Tsim Sha Tsui', 'Sha Tin Racecourse', 'ifc mall', 'Wong Tai Sin', 'Causeway Bay', 'West Kowloon Cultural District']"
7328454700020321541,"['Stanley Village Rd', 'Tai O', 'Stanley Murray House', 'Stanley Plaza', 'Ocean Park', 'Stanley', 'Aberdeen/Stanley', 'TinTinPhoto']"
7328502517728283909,"['Causeway Bay', 'Victoria Harbour', 'Ming Court Hotel']"
7328523492951969067,"['Kowloon Park', 'Hong Kong Park']"
7328526812978433326,"['Hong Kong Park', 'Po Lin Monastery', 'Lion Rock']"
7328673895702088966,"['The Peak Tram', 'Victoria Peak']"
7329030006934359301,"['Ngong Ping', 'Ngong Ping 360']"
7329053595213499650,"['Ngong Ping 360', 'Ngong Ping']"
7329358823993396526,"['Living PLAZA', 'Po Lin Monastery']"
7329449091883093250,"['Sai Kung New Public Pier', 'Sing Kee']"
7329677172031999274,"['Lion Rock Head', 'Victoria Peak']"
7329746617790205202,"['Sha Tin Che Kung Temple', 'Les Halles', 'Wong Tai Sin Temple', 'Hong Kong Disneyland', 'Ngong Ping Village', 'Ngong Ping']"
7329851615677107488,"['Bakehouse (Wan Chai)', 'Tsim Sha Tsui']"
7329857611535355138,"['Victoria Harbour', 'Fortnum & Mason']"
7329880311507078432,"['Wong Tai Sin Station', 'Yaumatei Tin Hau Temple', 'Wong Tai Sin', 'Hong Kong Park', 'Po Lin Monastery']"
7329894947417492741,"[""Disney's Hollywood Hotel"", 'Ink & Plate', 'The Archivist', 'Celebrity Gifts', 'Hong Kong Disneyland']"
7330120766991650053,"['Hong Kong Disneyland', 'Hong Kong International Airport']"
7330250024753876255,"['Lantau Island', 'Ngong Ping', 'Ngong Ping 360', 'Tian Tan Buddha', 'Po Lin Monastery', 'Tai O', 'Fook Moon Lam Restaurant', 'Tai O Bakery', 'Tsing Ma Bridge', 'Tai Mo Shan', 'Mui Wo', 'Village Bakery']"
7330288966714838278,"['Hong Kong Disneyland', 'Ngong Ping 360', 'Ocean Park', 'SOGO', 'Tian Tan Buddha']"
7330315284655377696,"['Hong Kong Disneyland', 'Tsim Sha Tsui Promenade', 'Lantau Island', 'Wong Tai Sin Temple']"
7330429581574393093,"['Chi Lin Nunnery', 'Nan Lian Garden', 'Po Lin Monastery', 'Hong Kong Disneyland']"
7330434303974821125,"['Shun Tak Centre', 'Sheung Wan']"
7330537029337402642,"['Hong Kong International Airport', 'Victoria Harbour', 'Hong Kong Disneyland']"
7330589134236568838,"['Central', 'JC Contemporary', 'Hong Kong Correctional Services Museum', 'Prison Yard', 'Tai Kwun']"
7330644549934550277,"['Wan Chai', 'Bakehouse (Wan Chai)']"
7330903226851560709,"['Kwai Fong', 'Nathan Rd', 'Central', 'Avenue Of Stars', 'Victoria Harbour', 'Hong Kong Cultural Centre']"
7330977845193329926,"['Hong Kong International Airport', 'Victoria Harbour', 'Hong Kong Disneyland', 'Ocean Park', 'The Peak Tram', 'Ngong Ping Village', 'Ngong Ping', 'Tian Tan Buddha', 'The Ritz-Carlton', 'Temple St']"
7331068480260787489,"['Victoria Peak', 'The Peak Tram']"
7331371247869250822,"['The Peak Tram', 'Victoria Peak']"
7331408661538999558,"['T Square', 'iSQUARE', 'Harbour City', 'Victoria Harbour', 'Hong Kong Disneyland', 'K11 MUSEA', 'Yee Shun Milk Company', 'Underpass Restaurant & Bar']"
7331672033895517445,"['Ocean Park', 'Ngong Ping', 'Hong Kong Disneyland']"
7331762466969455914,"['Central', 'Hong Kong Park', 'Victoria Harbour']"
7331774066451369222,"['Hong Kong International Airport', 'Hong Kong Disneyland', 'Sky 100']"
7331805220109831430,"['Australia Dairy Company', 'Bakehouse (Wan Chai)']"
7331956718198361349,"['Hong Kong Disneyland', 'Mystic Manor', 'World of Frozen', 'The Peak Tower', 'Hong Kong International Airport']"
7332013103988608263,"['Man Kee Cart Noodle', 'Kam Ming Noodles', 'Tai Wo Tang Café']"
7332030607284882721,"['Victoria Peak', 'Tai O']"
7332049227889052933,"['Hong Kong Disneyland', 'The Peak Tower', 'Ngong Ping', 'Avenue Of Stars']"
7332061258033761568,"['Mido Café', 'Temple St']"
7332077278207200554,"['Tian Tan Buddha', 'Chek Lap Kok', 'Hong Kong-Zhuhai-Macao Bridge', 'Lantau Island']"
7332186262150925600,"['Temple St', 'Tsing Ma Bridge']"
7332336670689217793,"['ifc mall', 'Victoria Harbour', 'Canton Rd']"
7332408808540491014,"['Hong Kong Park', 'Tai Chi Garden']"
7332451654547049733,"['Hong Kong Disneyland', 'Tai Po']"
7332768426554838277,"['Kam Wah Cafe & Cake Shop', 'ICHIRAN', 'Causeway Bay', 'Bakehouse (Wan Chai)']"
7332822017709837573,"['Shanghai St', 'Victoria Harbour', 'Harbour City', 'Hong Kong Cultural Centre']"
7333401043461491973,"['Ngong Ping 360', 'Ngong Ping']"
