date,author_region,visits,visitors,weekday,weekend,holiday
2018-06-04,DE,2,1,Monday,False,Not Holiday
2018-07-19,PH,1,1,Thursday,False,Not Holiday
2018-07-20,PH,1,1,Friday,False,Not Holiday
2018-07-20,TR,1,1,Friday,False,Not Holiday
2018-07-26,JP,1,1,Thursday,False,Not Holiday
2018-07-26,TH,1,1,Thursday,False,Not Holiday
2018-08-05,IN,1,1,Sunday,True,Not Holiday
2018-08-15,JP,1,1,Wednesday,False,Not Holiday
2018-08-19,CN,1,1,Sunday,True,Not Holiday
2018-08-19,PH,1,1,Sunday,True,Not Holiday
2018-08-19,TW,2,1,Sunday,True,Not Holiday
2018-08-21,NP,1,1,Tuesday,False,Not Holiday
2018-08-24,JP,2,1,Friday,False,Not Holiday
2018-08-24,PH,2,1,Friday,False,Not Holiday
2018-08-25,JP,1,1,Saturday,True,Not Holiday
2018-08-26,VN,1,1,Sunday,True,Not Holiday
2018-08-31,PH,1,1,Friday,False,Not Holiday
2018-09-01,JP,2,2,Saturday,True,Not Holiday
2018-09-02,JP,2,2,Sunday,True,Not Holiday
2018-09-02,PH,2,1,Sunday,True,Not Holiday
2018-09-02,TW,2,1,Sunday,True,Not Holiday
2018-09-03,JP,1,1,Monday,False,Not Holiday
2018-09-03,TW,1,1,Monday,False,Not Holiday
2018-09-04,JP,1,1,Tuesday,False,Not Holiday
2018-09-04,PH,1,1,Tuesday,False,Not Holiday
2018-09-05,JP,2,2,Wednesday,False,Not Holiday
2018-09-16,JP,1,1,Sunday,True,Not Holiday
2018-09-17,US,1,1,Monday,False,Not Holiday
2018-09-18,AE,1,1,Tuesday,False,Not Holiday
2018-09-21,QA,1,1,Friday,False,Not Holiday
2018-09-24,MY,1,1,Monday,False,Not Holiday
2018-09-25,PH,1,1,Tuesday,False,Not Holiday
2018-09-26,JP,1,1,Wednesday,False,Not Holiday
2018-09-27,IN,2,1,Thursday,False,Not Holiday
2018-09-27,JP,4,3,Thursday,False,Not Holiday
2018-09-29,TW,1,1,Saturday,True,Not Holiday
2018-09-30,JP,1,1,Sunday,True,Not Holiday
2018-10-01,JP,3,1,Monday,False,Not Holiday
2018-10-03,PH,1,1,Wednesday,False,Not Holiday
2018-10-03,TW,1,1,Wednesday,False,Not Holiday
2018-10-05,JP,1,1,Friday,False,Not Holiday
2018-10-07,JP,1,1,Sunday,True,Not Holiday
2018-10-08,JP,2,2,Monday,False,Not Holiday
2018-10-08,TW,1,1,Monday,False,Not Holiday
2018-10-09,PH,2,1,Tuesday,False,Not Holiday
2018-10-14,JP,2,2,Sunday,True,Not Holiday
2018-10-15,JP,1,1,Monday,False,Not Holiday
2018-10-16,TH,1,1,Tuesday,False,Not Holiday
2018-10-17,MY,1,1,Wednesday,False,Not Holiday
2018-10-20,JP,2,2,Saturday,True,Not Holiday
2018-10-21,JP,1,1,Sunday,True,Not Holiday
2018-10-22,KR,1,1,Monday,False,Not Holiday
2018-10-24,TW,1,1,Wednesday,False,Not Holiday
2018-10-24,US,1,1,Wednesday,False,Not Holiday
2018-10-26,JP,1,1,Friday,False,Not Holiday
2018-10-26,TW,1,1,Friday,False,Not Holiday
2018-10-27,TH,1,1,Saturday,True,Not Holiday
2018-10-28,JP,1,1,Sunday,True,Not Holiday
2018-10-28,MY,1,1,Sunday,True,Not Holiday
2018-10-30,JP,1,1,Tuesday,False,Not Holiday
2018-10-30,TH,1,1,Tuesday,False,Not Holiday
2018-10-31,IN,1,1,Wednesday,False,Not Holiday
2018-10-31,JP,4,2,Wednesday,False,Not Holiday
2018-11-01,GB,1,1,Thursday,False,Not Holiday
2018-11-01,IN,1,1,Thursday,False,Not Holiday
2018-11-02,PH,1,1,Friday,False,Not Holiday
2018-11-05,IN,1,1,Monday,False,Not Holiday
2018-11-05,TH,1,1,Monday,False,Not Holiday
2018-11-06,IN,1,1,Tuesday,False,Not Holiday
2018-11-06,TH,1,1,Tuesday,False,Not Holiday
2018-11-09,JP,1,1,Friday,False,Not Holiday
2018-11-12,JP,1,1,Monday,False,Not Holiday
2018-11-13,JP,1,1,Tuesday,False,Not Holiday
2018-11-13,TH,1,1,Tuesday,False,Not Holiday
2018-11-14,ID,1,1,Wednesday,False,Not Holiday
2018-11-14,JP,1,1,Wednesday,False,Not Holiday
2018-11-16,MY,1,1,Friday,False,Not Holiday
2018-11-17,JP,3,2,Saturday,True,Not Holiday
2018-11-17,KR,1,1,Saturday,True,Not Holiday
2018-11-19,TW,1,1,Monday,False,Not Holiday
2018-11-20,JP,1,1,Tuesday,False,Not Holiday
2018-11-22,TW,1,1,Thursday,False,Not Holiday
2018-11-24,JP,2,2,Saturday,True,Not Holiday
2018-11-25,JP,2,1,Sunday,True,Not Holiday
2018-11-25,PH,1,1,Sunday,True,Not Holiday
2018-11-27,PH,1,1,Tuesday,False,Not Holiday
2018-11-27,TH,1,1,Tuesday,False,Not Holiday
2018-11-27,TW,1,1,Tuesday,False,Not Holiday
2018-11-28,ID,1,1,Wednesday,False,Not Holiday
2018-11-28,PH,1,1,Wednesday,False,Not Holiday
2018-11-30,JP,1,1,Friday,False,Not Holiday
2018-12-01,JP,1,1,Saturday,True,Not Holiday
2018-12-05,DE,1,1,Wednesday,False,Not Holiday
2018-12-05,JP,1,1,Wednesday,False,Not Holiday
2018-12-06,JP,1,1,Thursday,False,Not Holiday
2018-12-06,KR,1,1,Thursday,False,Not Holiday
2018-12-09,GB,1,1,Sunday,True,Not Holiday
2018-12-10,KH,1,1,Monday,False,Not Holiday
2018-12-10,MY,1,1,Monday,False,Not Holiday
2018-12-12,IN,1,1,Wednesday,False,Not Holiday
2018-12-12,TH,1,1,Wednesday,False,Not Holiday
2018-12-14,SG,1,1,Friday,False,Not Holiday
2018-12-14,TW,3,3,Friday,False,Not Holiday
2018-12-15,JP,2,2,Saturday,True,Not Holiday
2018-12-15,PH,1,1,Saturday,True,Not Holiday
2018-12-16,JP,1,1,Sunday,True,Not Holiday
2018-12-16,MY,1,1,Sunday,True,Not Holiday
2018-12-16,US,1,1,Sunday,True,Not Holiday
2018-12-17,JP,1,1,Monday,False,Not Holiday
2018-12-19,JP,1,1,Wednesday,False,Not Holiday
2018-12-21,JP,2,2,Friday,False,Not Holiday
2018-12-22,ID,1,1,Saturday,True,Not Holiday
2018-12-22,JP,1,1,Saturday,True,Not Holiday
2018-12-25,MN,1,1,Tuesday,False,Not Holiday
2018-12-26,JP,1,1,Wednesday,False,Not Holiday
2018-12-26,KR,1,1,Wednesday,False,Not Holiday
2018-12-26,MN,1,1,Wednesday,False,Not Holiday
2018-12-27,TW,1,1,Thursday,False,Not Holiday
2018-12-28,JP,1,1,Friday,False,Not Holiday
2018-12-30,JP,1,1,Sunday,True,Not Holiday
2018-12-31,KR,2,1,Monday,False,Not Holiday
2018-12-31,TH,1,1,Monday,False,Not Holiday
2019-01-01,ID,1,1,Tuesday,False,Not Holiday
2019-01-02,ID,1,1,Wednesday,False,Not Holiday
2019-01-03,JP,1,1,Thursday,False,Not Holiday
2019-01-03,PH,1,1,Thursday,False,Not Holiday
2019-01-04,TW,1,1,Friday,False,Not Holiday
2019-01-06,TW,1,1,Sunday,True,Not Holiday
2019-01-07,JP,1,1,Monday,False,Not Holiday
2019-01-09,PH,1,1,Wednesday,False,Not Holiday
2019-01-09,SA,1,1,Wednesday,False,Not Holiday
2019-01-10,JP,1,1,Thursday,False,Not Holiday
2019-01-10,SG,1,1,Thursday,False,Not Holiday
2019-01-11,MO,1,1,Friday,False,Not Holiday
2019-01-12,KR,1,1,Saturday,True,Not Holiday
2019-01-12,PH,1,1,Saturday,True,Not Holiday
2019-01-13,MN,1,1,Sunday,True,Not Holiday
2019-01-13,US,1,1,Sunday,True,Not Holiday
2019-01-14,JP,1,1,Monday,False,Not Holiday
2019-01-17,MY,1,1,Thursday,False,Not Holiday
2019-01-18,GB,1,1,Friday,False,Not Holiday
2019-01-18,ID,1,1,Friday,False,Not Holiday
2019-01-18,JP,1,1,Friday,False,Not Holiday
2019-01-18,PH,1,1,Friday,False,Not Holiday
2019-01-19,GB,1,1,Saturday,True,Not Holiday
2019-01-19,JP,1,1,Saturday,True,Not Holiday
2019-01-19,US,1,1,Saturday,True,Not Holiday
2019-01-20,JP,2,2,Sunday,True,Not Holiday
2019-01-20,KR,2,2,Sunday,True,Not Holiday
2019-01-20,TW,1,1,Sunday,True,Not Holiday
2019-01-22,IN,1,1,Tuesday,False,Not Holiday
2019-01-22,KR,1,1,Tuesday,False,Not Holiday
2019-01-24,JP,2,2,Thursday,False,Not Holiday
2019-01-24,TW,2,2,Thursday,False,Not Holiday
2019-01-25,JP,1,1,Friday,False,Not Holiday
2019-01-25,KR,1,1,Friday,False,Not Holiday
2019-01-25,PH,1,1,Friday,False,Not Holiday
2019-01-26,JP,4,2,Saturday,True,Not Holiday
2019-01-29,SG,1,1,Tuesday,False,Not Holiday
2019-01-30,JP,1,1,Wednesday,False,Not Holiday
2019-01-30,KR,1,1,Wednesday,False,Not Holiday
2019-01-30,TH,1,1,Wednesday,False,Not Holiday
2019-01-31,JP,1,1,Thursday,False,Not Holiday
2019-01-31,QA,1,1,Thursday,False,Not Holiday
2019-02-01,JP,1,1,Friday,False,Not Holiday
2019-02-01,TW,1,1,Friday,False,Not Holiday
2019-02-04,TW,1,1,Monday,False,Not Holiday
2019-02-04,US,1,1,Monday,False,Not Holiday
2019-02-05,TH,1,1,Tuesday,False,Not Holiday
2019-02-06,TW,1,1,Wednesday,False,Not Holiday
2019-02-07,IN,1,1,Thursday,False,Not Holiday
2019-02-09,PH,1,1,Saturday,True,Not Holiday
2019-02-14,JP,3,1,Thursday,False,Not Holiday
2019-02-14,MO,1,1,Thursday,False,Not Holiday
2019-02-15,PH,1,1,Friday,False,Not Holiday
2019-02-15,TH,1,1,Friday,False,Not Holiday
2019-02-16,KH,1,1,Saturday,True,Not Holiday
2019-02-16,SG,1,1,Saturday,True,Not Holiday
2019-02-17,TH,1,1,Sunday,True,Not Holiday
2019-02-18,JP,4,1,Monday,False,Not Holiday
2019-02-18,KR,3,1,Monday,False,Not Holiday
2019-02-18,VN,1,1,Monday,False,Not Holiday
2019-02-19,KR,3,2,Tuesday,False,Not Holiday
2019-02-19,MO,1,1,Tuesday,False,Not Holiday
2019-02-19,SA,1,1,Tuesday,False,Not Holiday
2019-02-19,TW,1,1,Tuesday,False,Not Holiday
2019-02-20,JP,6,1,Wednesday,False,Not Holiday
2019-02-20,SA,1,1,Wednesday,False,Not Holiday
2019-02-20,TW,1,1,Wednesday,False,Not Holiday
2019-02-21,JP,4,1,Thursday,False,Not Holiday
2019-02-21,KR,2,1,Thursday,False,Not Holiday
2019-02-21,TW,1,1,Thursday,False,Not Holiday
2019-02-22,JP,1,1,Friday,False,Not Holiday
2019-02-22,KR,1,1,Friday,False,Not Holiday
2019-02-22,TW,3,1,Friday,False,Not Holiday
2019-02-23,TW,3,1,Saturday,True,Not Holiday
2019-02-24,JP,3,2,Sunday,True,Not Holiday
2019-02-25,TW,2,1,Monday,False,Not Holiday
2019-02-26,TW,1,1,Tuesday,False,Not Holiday
2019-02-27,GB,1,1,Wednesday,False,Not Holiday
2019-02-28,DE,2,1,Thursday,False,Not Holiday
2019-02-28,IN,1,1,Thursday,False,Not Holiday
2019-02-28,JP,2,1,Thursday,False,Not Holiday
2019-02-28,US,1,1,Thursday,False,Not Holiday
2019-03-01,DE,1,1,Friday,False,Not Holiday
2019-03-01,JP,1,1,Friday,False,Not Holiday
2019-03-01,MO,1,1,Friday,False,Not Holiday
2019-03-01,TW,3,1,Friday,False,Not Holiday
2019-03-02,US,1,1,Saturday,True,Not Holiday
2019-03-03,JP,3,3,Sunday,True,Not Holiday
2019-03-04,HU,1,1,Monday,False,Not Holiday
2019-03-04,TR,1,1,Monday,False,Not Holiday
2019-03-05,DE,1,1,Tuesday,False,Not Holiday
2019-03-05,JP,1,1,Tuesday,False,Not Holiday
2019-03-05,TW,1,1,Tuesday,False,Not Holiday
2019-03-07,JP,2,2,Thursday,False,Not Holiday
2019-03-07,MY,1,1,Thursday,False,Not Holiday
2019-03-07,TH,1,1,Thursday,False,Not Holiday
2019-03-08,JP,1,1,Friday,False,Not Holiday
2019-03-08,SG,1,1,Friday,False,Not Holiday
2019-03-08,TH,1,1,Friday,False,Not Holiday
2019-03-09,TH,1,1,Saturday,True,Not Holiday
2019-03-09,TW,1,1,Saturday,True,Not Holiday
2019-03-09,US,1,1,Saturday,True,Not Holiday
2019-03-10,JP,3,2,Sunday,True,Not Holiday
2019-03-11,JP,2,2,Monday,False,Not Holiday
2019-03-11,PH,1,1,Monday,False,Not Holiday
2019-03-11,US,1,1,Monday,False,Not Holiday
2019-03-13,TW,1,1,Wednesday,False,Not Holiday
2019-03-16,JP,1,1,Saturday,True,Not Holiday
2019-03-17,US,2,2,Sunday,True,Not Holiday
2019-03-19,DE,1,1,Tuesday,False,Not Holiday
2019-03-20,GB,1,1,Wednesday,False,Not Holiday
2019-03-20,JP,2,2,Wednesday,False,Not Holiday
2019-03-20,TW,1,1,Wednesday,False,Not Holiday
2019-03-21,KR,3,1,Thursday,False,Not Holiday
2019-03-21,PH,2,2,Thursday,False,Not Holiday
2019-03-21,VN,1,1,Thursday,False,Not Holiday
2019-03-22,JP,1,1,Friday,False,Not Holiday
2019-03-23,JP,2,2,Saturday,True,Not Holiday
2019-03-24,JP,1,1,Sunday,True,Not Holiday
2019-03-24,TW,1,1,Sunday,True,Not Holiday
2019-03-25,JP,3,2,Monday,False,Not Holiday
2019-03-25,MO,2,1,Monday,False,Not Holiday
2019-03-25,MY,1,1,Monday,False,Not Holiday
2019-03-26,TW,1,1,Tuesday,False,Not Holiday
2019-03-27,JP,2,1,Wednesday,False,Not Holiday
2019-03-27,SG,1,1,Wednesday,False,Not Holiday
2019-03-30,CA,1,1,Saturday,True,Not Holiday
2019-03-30,JP,1,1,Saturday,True,Not Holiday
2019-03-31,JP,1,1,Sunday,True,Not Holiday
2019-04-01,BD,1,1,Monday,False,Not Holiday
2019-04-01,PH,1,1,Monday,False,Not Holiday
2019-04-02,GB,1,1,Tuesday,False,Not Holiday
2019-04-02,IN,1,1,Tuesday,False,Not Holiday
2019-04-02,PH,1,1,Tuesday,False,Not Holiday
2019-04-03,IN,1,1,Wednesday,False,Not Holiday
2019-04-03,TW,1,1,Wednesday,False,Not Holiday
2019-04-04,AE,1,1,Thursday,False,Not Holiday
2019-04-05,VN,3,1,Friday,False,Not Holiday
2019-04-06,MO,2,1,Saturday,True,Not Holiday
2019-04-06,TW,1,1,Saturday,True,Not Holiday
2019-04-07,PH,2,2,Sunday,True,Not Holiday
2019-04-07,US,1,1,Sunday,True,Not Holiday
2019-04-08,PH,1,1,Monday,False,Not Holiday
2019-04-10,PH,1,1,Wednesday,False,Not Holiday
2019-04-10,TW,3,1,Wednesday,False,Not Holiday
2019-04-11,PH,1,1,Thursday,False,Not Holiday
2019-04-11,TH,1,1,Thursday,False,Not Holiday
2019-04-13,BH,1,1,Saturday,True,Not Holiday
2019-04-14,IN,1,1,Sunday,True,Not Holiday
2019-04-16,JP,2,1,Tuesday,False,Not Holiday
2019-04-16,SE,1,1,Tuesday,False,Not Holiday
2019-04-17,JP,4,1,Wednesday,False,Not Holiday
2019-04-17,TH,1,1,Wednesday,False,Not Holiday
2019-04-17,TW,1,1,Wednesday,False,Not Holiday
2019-04-18,PH,2,2,Thursday,False,Not Holiday
2019-04-18,TW,3,1,Thursday,False,Not Holiday
2019-04-19,TW,1,1,Friday,False,Not Holiday
2019-04-20,TH,1,1,Saturday,True,Not Holiday
2019-04-20,TW,1,1,Saturday,True,Not Holiday
2019-04-22,JP,2,2,Monday,False,Not Holiday
2019-04-22,MO,1,1,Monday,False,Not Holiday
2019-04-22,PH,1,1,Monday,False,Not Holiday
2019-04-22,SG,1,1,Monday,False,Not Holiday
2019-04-22,TW,1,1,Monday,False,Not Holiday
2019-04-23,MY,1,1,Tuesday,False,Not Holiday
2019-04-23,PK,1,1,Tuesday,False,Not Holiday
2019-04-24,SG,1,1,Wednesday,False,Not Holiday
2019-04-27,MO,1,1,Saturday,True,Not Holiday
2019-04-29,JP,1,1,Monday,False,Not Holiday
2019-04-29,PH,2,2,Monday,False,Not Holiday
2019-04-30,JP,2,2,Tuesday,False,Not Holiday
2019-04-30,PH,1,1,Tuesday,False,Not Holiday
2019-04-30,TH,1,1,Tuesday,False,Not Holiday
2019-04-30,VN,1,1,Tuesday,False,Not Holiday
2019-05-01,JP,4,1,Wednesday,False,Not Holiday
2019-05-02,JP,2,2,Thursday,False,Not Holiday
2019-05-03,IN,1,1,Friday,False,Not Holiday
2019-05-03,JP,5,4,Friday,False,Not Holiday
2019-05-04,JP,2,2,Saturday,True,Not Holiday
2019-05-04,TW,1,1,Saturday,True,Not Holiday
2019-05-05,JP,1,1,Sunday,True,Not Holiday
2019-05-05,PH,1,1,Sunday,True,Not Holiday
2019-05-05,TH,1,1,Sunday,True,Not Holiday
2019-05-06,JP,9,2,Monday,False,Not Holiday
2019-05-06,PH,1,1,Monday,False,Not Holiday
2019-05-07,JP,1,1,Tuesday,False,Not Holiday
2019-05-07,LA,1,1,Tuesday,False,Not Holiday
2019-05-07,PH,1,1,Tuesday,False,Not Holiday
2019-05-07,TH,1,1,Tuesday,False,Not Holiday
2019-05-08,JP,1,1,Wednesday,False,Not Holiday
2019-05-08,KR,1,1,Wednesday,False,Not Holiday
2019-05-08,TH,1,1,Wednesday,False,Not Holiday
2019-05-10,PH,2,1,Friday,False,Not Holiday
2019-05-11,JP,2,1,Saturday,True,Not Holiday
2019-05-11,PH,1,1,Saturday,True,Not Holiday
2019-05-11,VN,1,1,Saturday,True,Not Holiday
2019-05-12,JP,2,2,Sunday,True,Not Holiday
2019-05-12,PH,1,1,Sunday,True,Not Holiday
2019-05-12,TH,1,1,Sunday,True,Not Holiday
2019-05-13,MO,1,1,Monday,False,Not Holiday
2019-05-14,JP,4,4,Tuesday,False,Not Holiday
2019-05-14,KR,1,1,Tuesday,False,Not Holiday
2019-05-14,TH,1,1,Tuesday,False,Not Holiday
2019-05-14,VN,1,1,Tuesday,False,Not Holiday
2019-05-15,JP,6,2,Wednesday,False,Not Holiday
2019-05-17,AE,1,1,Friday,False,Not Holiday
2019-05-17,JP,1,1,Friday,False,Not Holiday
2019-05-18,JP,2,2,Saturday,True,Not Holiday
2019-05-19,IN,1,1,Sunday,True,Not Holiday
2019-05-19,JP,1,1,Sunday,True,Not Holiday
2019-05-19,TH,1,1,Sunday,True,Not Holiday
2019-05-19,TW,1,1,Sunday,True,Not Holiday
2019-05-20,JP,3,3,Monday,False,Not Holiday
2019-05-20,PH,1,1,Monday,False,Not Holiday
2019-05-20,TH,1,1,Monday,False,Not Holiday
2019-05-21,IN,1,1,Tuesday,False,Not Holiday
2019-05-21,JP,1,1,Tuesday,False,Not Holiday
2019-05-21,MY,1,1,Tuesday,False,Not Holiday
2019-05-22,IN,1,1,Wednesday,False,Not Holiday
2019-05-22,JP,4,2,Wednesday,False,Not Holiday
2019-05-22,TW,1,1,Wednesday,False,Not Holiday
2019-05-25,JP,1,1,Saturday,True,Not Holiday
2019-05-25,US,1,1,Saturday,True,Not Holiday
2019-05-26,PH,1,1,Sunday,True,Not Holiday
2019-05-26,UA,1,1,Sunday,True,Not Holiday
2019-05-26,US,1,1,Sunday,True,Not Holiday
2019-05-27,JP,1,1,Monday,False,Not Holiday
2019-05-28,JP,1,1,Tuesday,False,Not Holiday
2019-05-28,UA,1,1,Tuesday,False,Not Holiday
2019-05-29,JP,5,4,Wednesday,False,Not Holiday
2019-05-29,MN,1,1,Wednesday,False,Not Holiday
2019-05-29,TW,1,1,Wednesday,False,Not Holiday
2019-05-30,JP,3,3,Thursday,False,Not Holiday
2019-05-31,JP,2,2,Friday,False,Not Holiday
2019-05-31,TW,1,1,Friday,False,Not Holiday
2019-05-31,US,1,1,Friday,False,Not Holiday
2019-06-01,JP,3,3,Saturday,True,Not Holiday
2019-06-02,FR,1,1,Sunday,True,Not Holiday
2019-06-02,IN,1,1,Sunday,True,Not Holiday
2019-06-02,JP,3,2,Sunday,True,Not Holiday
2019-06-02,KR,1,1,Sunday,True,Not Holiday
2019-06-05,JP,1,1,Wednesday,False,Not Holiday
2019-06-07,GB,1,1,Friday,False,Not Holiday
2019-06-07,NP,1,1,Friday,False,Not Holiday
2019-06-07,PH,3,2,Friday,False,Not Holiday
2019-06-08,JP,1,1,Saturday,True,Not Holiday
2019-06-08,PH,3,2,Saturday,True,Not Holiday
2019-06-08,TW,1,1,Saturday,True,Not Holiday
2019-06-09,PL,1,1,Sunday,True,Not Holiday
2019-06-09,TW,1,1,Sunday,True,Not Holiday
2019-06-11,PH,2,2,Tuesday,False,Not Holiday
2019-06-12,ID,1,1,Wednesday,False,Not Holiday
2019-06-12,JP,2,2,Wednesday,False,Not Holiday
2019-06-13,IN,1,1,Thursday,False,Not Holiday
2019-06-13,JP,6,1,Thursday,False,Not Holiday
2019-06-13,PH,1,1,Thursday,False,Not Holiday
2019-06-14,IN,2,2,Friday,False,Not Holiday
2019-06-14,KR,1,1,Friday,False,Not Holiday
2019-06-15,IN,1,1,Saturday,True,Not Holiday
2019-06-15,TH,1,1,Saturday,True,Not Holiday
2019-06-16,CA,1,1,Sunday,True,Not Holiday
2019-06-16,JP,2,2,Sunday,True,Not Holiday
2019-06-16,TH,1,1,Sunday,True,Not Holiday
2019-06-17,JP,2,2,Monday,False,Not Holiday
2019-06-17,TH,1,1,Monday,False,Not Holiday
2019-06-18,JP,2,1,Tuesday,False,Not Holiday
2019-06-19,JP,1,1,Wednesday,False,Not Holiday
2019-06-19,TW,1,1,Wednesday,False,Not Holiday
2019-06-20,IN,1,1,Thursday,False,Not Holiday
2019-06-21,TW,1,1,Friday,False,Not Holiday
2019-06-22,JP,2,2,Saturday,True,Not Holiday
2019-06-23,ID,1,1,Sunday,True,Not Holiday
2019-06-23,JP,1,1,Sunday,True,Not Holiday
2019-06-23,TW,1,1,Sunday,True,Not Holiday
2019-06-24,GB,1,1,Monday,False,Not Holiday
2019-06-24,TH,1,1,Monday,False,Not Holiday
2019-06-25,IN,1,1,Tuesday,False,Not Holiday
2019-06-25,PH,2,2,Tuesday,False,Not Holiday
2019-06-26,PH,1,1,Wednesday,False,Not Holiday
2019-06-26,TH,1,1,Wednesday,False,Not Holiday
2019-06-27,IN,1,1,Thursday,False,Not Holiday
2019-06-27,US,1,1,Thursday,False,Not Holiday
2019-06-28,JP,1,1,Friday,False,Not Holiday
2019-06-28,MY,1,1,Friday,False,Not Holiday
2019-06-29,IN,1,1,Saturday,True,Not Holiday
2019-06-29,KR,1,1,Saturday,True,Not Holiday
2019-06-29,TW,1,1,Saturday,True,Not Holiday
2019-06-30,IN,1,1,Sunday,True,Not Holiday
2019-06-30,JP,3,2,Sunday,True,Not Holiday
2019-06-30,UA,1,1,Sunday,True,Not Holiday
2019-07-01,TW,1,1,Monday,False,Not Holiday
2019-07-01,UA,1,1,Monday,False,Not Holiday
2019-07-01,VN,1,1,Monday,False,Not Holiday
2019-07-02,JP,2,1,Tuesday,False,Not Holiday
2019-07-02,TW,1,1,Tuesday,False,Not Holiday
2019-07-02,VN,3,1,Tuesday,False,Not Holiday
2019-07-03,NP,1,1,Wednesday,False,Not Holiday
2019-07-04,KR,1,1,Thursday,False,Not Holiday
2019-07-04,QA,1,1,Thursday,False,Not Holiday
2019-07-05,JP,1,1,Friday,False,Not Holiday
2019-07-05,PH,1,1,Friday,False,Not Holiday
2019-07-07,JP,1,1,Sunday,True,Not Holiday
2019-07-07,PK,1,1,Sunday,True,Not Holiday
2019-07-08,TH,1,1,Monday,False,Not Holiday
2019-07-08,US,1,1,Monday,False,Not Holiday
2019-07-10,JP,1,1,Wednesday,False,Not Holiday
2019-07-10,TW,1,1,Wednesday,False,Not Holiday
2019-07-12,TH,1,1,Friday,False,Not Holiday
2019-07-12,US,1,1,Friday,False,Not Holiday
2019-07-13,JP,1,1,Saturday,True,Not Holiday
2019-07-15,JP,1,1,Monday,False,Not Holiday
2019-07-16,JP,4,3,Tuesday,False,Not Holiday
2019-07-16,TH,1,1,Tuesday,False,Not Holiday
2019-07-17,IN,1,1,Wednesday,False,Not Holiday
2019-07-17,JP,1,1,Wednesday,False,Not Holiday
2019-07-17,MX,1,1,Wednesday,False,Not Holiday
2019-07-18,JP,2,1,Thursday,False,Not Holiday
2019-07-19,KR,1,1,Friday,False,Not Holiday
2019-07-20,TH,1,1,Saturday,True,Not Holiday
2019-07-21,IN,2,1,Sunday,True,Not Holiday
2019-07-22,JP,1,1,Monday,False,Not Holiday
2019-07-22,PH,1,1,Monday,False,Not Holiday
2019-07-22,TH,1,1,Monday,False,Not Holiday
2019-07-22,TW,1,1,Monday,False,Not Holiday
2019-07-23,PH,2,1,Tuesday,False,Not Holiday
2019-07-24,JP,1,1,Wednesday,False,Not Holiday
2019-07-24,TW,1,1,Wednesday,False,Not Holiday
2019-07-24,VN,1,1,Wednesday,False,Not Holiday
2019-07-25,VN,1,1,Thursday,False,Not Holiday
2019-07-26,JP,1,1,Friday,False,Not Holiday
2019-07-26,PH,1,1,Friday,False,Not Holiday
2019-07-27,JP,1,1,Saturday,True,Not Holiday
2019-07-27,US,1,1,Saturday,True,Not Holiday
2019-07-28,TW,1,1,Sunday,True,Not Holiday
2019-07-30,IN,1,1,Tuesday,False,Not Holiday
2019-07-30,JP,1,1,Tuesday,False,Not Holiday
2019-07-30,KH,1,1,Tuesday,False,Not Holiday
2019-07-30,TW,1,1,Tuesday,False,Not Holiday
2019-07-31,JP,1,1,Wednesday,False,Not Holiday
2019-08-01,JP,1,1,Thursday,False,Not Holiday
2019-08-01,SG,1,1,Thursday,False,Not Holiday
2019-08-02,PH,1,1,Friday,False,Not Holiday
2019-08-03,GB,1,1,Saturday,True,Not Holiday
2019-08-03,IN,1,1,Saturday,True,Not Holiday
2019-08-03,PH,1,1,Saturday,True,Not Holiday
2019-08-04,GB,1,1,Sunday,True,Not Holiday
2019-08-04,IN,1,1,Sunday,True,Not Holiday
2019-08-04,KH,2,1,Sunday,True,Not Holiday
2019-08-05,JP,2,2,Monday,False,Not Holiday
2019-08-06,PH,1,1,Tuesday,False,Not Holiday
2019-08-07,JP,1,1,Wednesday,False,Not Holiday
2019-08-07,PH,1,1,Wednesday,False,Not Holiday
2019-08-07,TW,2,1,Wednesday,False,Not Holiday
2019-08-08,GB,1,1,Thursday,False,Not Holiday
2019-08-08,JP,1,1,Thursday,False,Not Holiday
2019-08-08,UA,1,1,Thursday,False,Not Holiday
2019-08-09,IN,1,1,Friday,False,Not Holiday
2019-08-09,TH,1,1,Friday,False,Not Holiday
2019-08-10,IN,1,1,Saturday,True,Not Holiday
2019-08-10,JP,1,1,Saturday,True,Not Holiday
2019-08-10,KR,1,1,Saturday,True,Not Holiday
2019-08-10,MY,1,1,Saturday,True,Not Holiday
2019-08-11,KR,1,1,Sunday,True,Not Holiday
2019-08-11,VN,1,1,Sunday,True,Not Holiday
2019-08-12,JP,1,1,Monday,False,Not Holiday
2019-08-12,PH,2,2,Monday,False,Not Holiday
2019-08-13,VN,1,1,Tuesday,False,Not Holiday
2019-08-14,JP,1,1,Wednesday,False,Not Holiday
2019-08-14,TW,2,2,Wednesday,False,Not Holiday
2019-08-15,VN,1,1,Thursday,False,Not Holiday
2019-08-16,AE,2,2,Friday,False,Not Holiday
2019-08-16,JP,1,1,Friday,False,Not Holiday
2019-08-16,KR,1,1,Friday,False,Not Holiday
2019-08-16,TW,1,1,Friday,False,Not Holiday
2019-08-17,IN,1,1,Saturday,True,Not Holiday
2019-08-17,MO,1,1,Saturday,True,Not Holiday
2019-08-18,ID,1,1,Sunday,True,Not Holiday
